last_updated,provinces,cases,recovered,death,lat,long
2020-04-14,Aceh,5,4,1,4.225081892,96.90952275
2020-04-14,Sumatera Utara,72,10,9,2.184779215,99.05788785
2020-04-14,Sumatera Barat,48,7,5,-0.851914348,100.466805
2020-04-14,Riau,20,1,0,0.510525849,101.812892
2020-04-14,Jambi,5,0,0,-1.61775,103.59932
2020-04-14,Sumatera Selatan,19,4,2,-3.213346822,104.1704194
2020-04-14,Bengkulu,4,0,1,-3.79116,102.26312
2020-04-14,Kepulauan Bangka Belitung,4,0,1,-2.252956411,105.9869481
2020-04-14,Lampung,21,1,5,-4.918073087,105.0183131
2020-04-14,Kepulauan Riau,26,2,5,3.915947241,108.2022289
2020-04-14,DKI Jakarta,2335,163,241,-6.17148,106.82649
2020-04-14,Jawa Barat,530,23,52,-6.919980216,107.6028079
2020-04-14,Jawa Tengah,278,19,26,-7.258970383,110.2011125
2020-04-14,Daerah Istimewa Yogyakarta,62,18,7,-7.895013815,110.445367
2020-04-14,Jawa Timur,475,76,41,-7.720113019,112.7336788
2020-04-14,Banten,280,7,22,-6.456181599,106.1091971
2020-04-14,Bali,92,21,2,-8.369743261,115.131651
2020-04-14,Nusa Tenggara Barat,37,2,2,-8.606652084,117.5068625
2020-04-14,Nusa Tenggara Timur,1,0,0,-8.604843332,121.1418292
2020-04-14,Kalimantan Barat,13,5,3,-0.085901234,111.1207624
2020-04-14,Kalimantan Tengah,25,8,1,-1.634340045,113.1810479
2020-04-14,Kalimantan Selatan,37,3,5,-2.449779137,115.3113078
2020-04-14,Kalimantan Timur,35,6,1,0.461046227,116.4708584
2020-04-14,Kalimantan Utara,16,0,1,2.888820961,116.2167183
2020-04-14,Sulawesi Utara,17,2,2,1.286097687,124.5353788
2020-04-14,Sulawesi Tengah,19,2,3,-1.459214954,120.4495925
2020-04-14,Sulawesi Selatan,231,33,15,-3.747115712,120.1611577
2020-04-14,Sulawesi Tenggara,16,1,1,-4.132803971,122.0786781
2020-04-14,Gorontalo,1,0,0,0.53707,123.06184
2020-04-14,Sulawesi Barat,5,1,1,-2.461902015,119.3434714
2020-04-14,Maluku,11,1,0,-3.126119343,129.360425
2020-04-14,Maluku Utara,2,1,0,0.869337001,128.0159294
2020-04-14,Papua,68,5,3,-5,140
2020-04-14,Papua Barat,2,0,1,-2.041723282,132.9683417
2020-04-14,Indonesia,27,0,0,-0.989818182,113.915865
